T1832,Mechanic1,1807,1,Tsk 1832 M547-T2,10000,1,Mechanic 1,Mod547,Mod334,Mod538,Mechanic,C1,,Mod334,2016/04/23 11:56:53,1807.0,2016/04/23 12:27:00,T1789,6,0.0,0.0,,,Mod547
T2243,Tester1,5123,1,Tsk 2243 M654-T2,10000,1,Tester 1,Mod654,Mod334,Mod653,Tester,,,Mod334,2016/04/23 12:00:09,5123.0,2016/04/23 13:25:32,T2046,3,0.0,0.0,FC100(1.0),,Mod654
T2163,Electrician1,798,1,Tsk 2163 M595-T1,10000,1,Electrician 1,Mod595,Mod334,Mod576,Electrician,,,Mod334,2016/04/23 12:11:11,798.0,2016/04/23 12:24:29,T2000,12,0.0,0.0,FC113(1.0),,Mod595
T2036,Mechanic8,1399,1,Tsk 2036 M953-T2,10000,8,Mechanic 8,Mod953,Mod948,Mod952,Mechanic,C1,,Mod948,2016/04/23 12:20:19,1399.0,2016/04/23 12:43:38,T1724,5,10.0,0.0,FC105(1.0),,Mod953
T2000,Electrician1,1129,1,Tsk 2000 M1998-T1,10000,1,Electrician 1,Mod1998,Mod334,Mod1715,Electrician,,,Mod334,2016/04/23 12:24:29,1129.0,2016/04/23 12:43:18,T1999,13,0.0,0.0,FC113(1.0),,Mod1998
T1789,Mechanic1,1129,1,Tsk 1789 M732-T1,10000,1,Mechanic 1,Mod732,Mod334,Mod674,Mechanic,C1,,Mod334,2016/04/23 12:27:00,1129.0,2016/04/23 12:45:49,T2148,7,0.0,0.0,FC113(1.0),,Mod732
T1834,Sealer3,1597,1,Tsk 1834 M547-T3,10000,3,Sealer 3,Mod547,Mod334,Mod538,Sealer,,,Mod334,2016/04/23 12:27:00,1597.0,2016/04/23 12:53:37,T1970,7,0.0,0.0,,,Mod547
T1949,Mechanic2,3161,1,Tsk 1949 M1948-T1,10000,2,Mechanic 2,Mod1948,Mod334,Mod1715,Mechanic,C1,,Mod334,2016/04/23 12:27:00,3161.0,2016/04/23 13:19:41,T2164,11,0.0,0.0,,,Mod1948
T1949,Mechanic4,3161,1,Tsk 1949 M1948-T1,10000,4,Mechanic 4,Mod1948,Mod334,Mod1715,Mechanic,C1,,Mod334,2016/04/23 12:27:00,3161.0,2016/04/23 13:19:41,T1720,7,10.0,0.0,,,Mod1948
T1999,Electrician1,1129,1,Tsk 1999 M1998-T2,10000,1,Electrician 1,Mod1998,Mod334,Mod1715,Electrician,,,Mod334,2016/04/23 12:43:18,1129.0,2016/04/23 13:02:07,T1738,14,0.0,0.0,FC113(1.0),,Mod1998
T2035,Sealer1,1862,1,Tsk 2035 M953-T3,10000,1,Sealer 1,Mod953,Mod948,Mod952,Sealer,,,Mod948,2016/04/23 12:43:38,1862.0,2016/04/23 13:14:40,T2176,8,10.0,0.0,FC105(1.0),,Mod953
T1724,Mechanic8,2335,1,Tsk 1724 M692-T1,10000,8,Mechanic 8,Mod692,Mod674,Mod690,Mechanic,C1,,Mod674,2016/04/23 12:43:38,2335.0,2016/04/23 13:22:33,T1824,6,10.0,0.0,,,Mod692
T2148,Mechanic1,11291,1,Tsk 2148 M359-T1,10000,1,Mechanic 1,Mod359,Mod334,Mod335,Mechanic,C1,,Mod334,2016/04/23 12:45:49,11291.0,2016/04/23 15:54:00,T1767,8,0.0,0.0,FC113(1.0),,Mod359
